,original text,fwd_translated,rev_translated
544," I'm feeling let down tonight. Nancy Grace has been replaced by a stand-in, so there's no crazy entertainment for me. Feeling sad.","Me siento decepcionado esta noche Nancy Grace ha sido reemplazada por un suplente, así que no hay entretenimiento loco para mí.","I'm disappointed tonight Nancy Grace has been replaced by an understudy, so there's no crazy entertainment for me."
545," I don't really check, I just tweet.","En realidad no lo veo, solo tuiteo.","I don't really see it, I just tweet."
546, I am feeling positive but doubtful about the availability of something since there are no torrents or any other signs of its existence.,"Me siento positivo pero dudoso acerca de la disponibilidad de algo, ya que no hay torrentes ni ningún otro signo de su existencia.","I feel positive but doubtful about the availability of something, as there are no torrents or any other signs of their existence."
547," @expelliarmus Thanks sweetie, I hope you also had wonderful dreams &lt;333","@expelliarmus Gracias cariño, espero que también tengas sueños maravillosos &lt;333","@excelliarmus Thank you darling, I hope you also have wonderful dreams &lt;333"
548, I feel disappointed because there are hardly any videos available.,Me siento decepcionado porque apenas hay vídeos disponibles.,I'm disappointed because there are hardly any videos available.
549," @desired_waste, thanks. I spent a day with my nieces attempting to assemble things.","@desired_waste, gracias. Pasé un día con mis sobrinas intentando armar cosas.","@desired_waste, thank you. I spent a day with my nieces trying to put things together."
550," @vrontron, give me a call. I don't have any plans except for an amazing performance. No need for you to wake up early or anything.","@vrontron, llámame. No tengo ningún plan excepto una actuación increíble. No hay necesidad de que te despiertes temprano ni nada.","@vrontron, call me. I don’t have any plans except an amazing performance. There’s no need for you to wake up early or anything."
551," I realized I should study because many people, including myself, wait until the last minute to start projects. Being sick isn't enjoyable. Lol.","Me di cuenta de que debería estudiar porque muchas personas, incluyéndome a mí mismo, esperan hasta el último minuto para empezar proyectos. Estar enfermo no es agradable. Lol.","I realized that I should study because many people, including myself, wait until the last minute to start projects. Being sick is not nice. Lol."
552," @Animeprincess, my thoughts and prayers will be with you, hoping that everything goes well. Love you!","@Animeprincess, mis pensamientos y oraciones estarán contigo, esperando que todo vaya bien. ¡Amate!","@Animeprincess, my thoughts and prayers will be with you, waiting for everything to go well. Love!"
553," @tearn: The weather is very sunny, and it's always sunny. However, since it's now winter, it is also cold.","@tearn: El tiempo es muy soleado, y siempre es soleado. Sin embargo, ya que ahora es invierno, también hace frío.","@tearn: The weather is very sunny, and it is always sunny. However, since it is now winter, it is also cold."
554," I greet you back with a smiley, and hope you have a good day, no matter what time it is. 🙂","Te saludo de vuelta con un sonriente, y espero que tengas un buen día, no importa qué hora sea.","I greet you back with a smile, and I hope you have a good day, no matter what time it is."
555," The song ""Have You Ever"" by S-Club is something that I really love. #haveyouever","La canción ""Have You Ever"" de S-Club es algo que realmente me encanta.","S-Club's ""Have You Ever"" song is something I really love."
556," @Carry41, I would hit you with a wet fish if I had one.","@Carry41, te golpearía con un pez mojado si tuviera uno.","@Carry41, I'd hit you with a wet fish if I had one."
557," @almostvisible, it is known that you are very active and engaged on Twitter.","@casivisible, se sabe que estás muy activo y comprometido en Twitter.","@casivisible, you are known to be very active and committed on Twitter."
558, Greetings lovely <3 ) credit to: ed-westwick.org,Saludos encantadores <3 ) crédito a: ed-westwick.org,Lovely greetings <3 ) credit to: ed-westwick.org
559," I like your name, it sounds like it could be a brand of hair product. What kind of music do you listen to?","Me gusta tu nombre, suena como si pudiera ser una marca de producto para el cabello. ¿Qué tipo de música escuchas?","I like your name, it sounds like it could be a hair product brand. What kind of music do you hear?"
560," @sezykins and @Emma300, she posted a photo of a dog with a grey muzzle.","@sezykins y @Emma300, publicó una foto de un perro con un hocico gris.","@sezykins and @Emma300, posted a photo of a dog with a gray snout."
561," Oh no, it's a shame that I won't be able to purchase JB's album on June 16 because I will be traveling to KL.","Oh no, es una pena que no pueda comprar el álbum de JB el 16 de junio porque viajaré a KL.","Oh no, it's a shame I can't buy JB's album on June 16 because I'm traveling to KL."
562, Oh my god.. I'm a clumsy eater.. There's brownie stain on my shirt.,Dios mío... soy un torpe comedor... hay manchas de brownie en mi camisa.,"Oh, my God... I'm a clumsy eater... there's brownie stains on my shirt."
563," The volleyball game the other day was alright, except for the fact that my knee hurts now.","El partido de voleibol del otro día estuvo bien, excepto por el hecho de que ahora me duele la rodilla.","The volleyball game the other day was fine, except for the fact that my knee hurts now."
564," @judez_xo, that's not a desirable situation. What do you think about having coffee?","@judez_xo, esa no es una situación deseable. ¿Qué opinas de tomar café?","@judez_xo, that's not a desirable situation. What do you think about coffee?"
565," ""Fall"" is a stunning season. It's relatable and gets me in my feelings. *Gets the Human album.*","""Fall"" es una temporada impresionante. Es relatable y me pone en mis sentimientos.","""Fall"" is an impressive season. It is relatable and puts me in my feelings."
566, @dne3hgh I'm sure she desires for a laundry fairy to magically appear... Haha. It would certainly simplify things.,@dne3hgh Estoy seguro de que ella desea que un hada de la lavandería aparezca mágicamente... Jaja. Ciertamente simplificaría las cosas.,@dne3hgh I'm sure she wants a laundry fairy to magically appear... Haha. It would certainly simplify things.
567," I think Mother's Day is celebrated on the same day globally. You're welcome, @tantamani.","Creo que el Día de la Madre se celebra el mismo día en todo el mundo. De nada, @tantamani.","I think Mother's Day is celebrated on the same day all over the world. You're welcome, @tantamani."
568," I'm really worried about Zachy's dentist appointment and I wish he didn't have to go through it. Additionally, I would love to go out but my house is a mess.","Estoy muy preocupado por la cita con el dentista de Zachy y me gustaría que no tuviera que pasar por ello. Además, me encantaría salir, pero mi casa es un desastre.","I'm very worried about the appointment with Zachy's dentist and I wish he didn't have to go through it. Besides, I'd love to go out, but my house is a mess."
569, I am in the process of downloading some old Rahman songs which I had almost forgotten.,Estoy en el proceso de descargar algunas viejas canciones de Rahman que casi había olvidado.,I am in the process of downloading some old Rahman songs that I had almost forgotten.
570," @Superbad24, hold on! I cannot record anything because I do not own a Flip camera.","@Superbad24, espera! No puedo grabar nada porque no tengo una cámara Flip.","@Superbad24, wait! I can’t record anything because I don’t have a flip camera."
571," The correct account name is @krisallenmusic, you mistakenly added an extra ""s"" after ""allen"" in your previous mention.","El nombre correcto de la cuenta es @krisallenmusic, has añadido erróneamente una ""s"" extra después de ""allen"" en tu mención anterior.","The correct account name is @krisallenmusic, you mistakenly added an extra ""s"" after ""allen"" in your previous mention."
572," Wow, The Bravery. That's really great news.","Vaya, el Bravery, es una gran noticia.","Wow, the Bravery, that's great news."
573," ""I feel really angry and sad about it. I wish I could be there.""","""Me siento muy enojado y triste por ello. Ojalá pudiera estar allí.""","""I feel very angry and sad about it. I wish I could be there."""
574," @Akelaa is wondering about the contradictions between being dominant and a good cook, and tries to be mysterious.","@Akelaa se pregunta sobre las contradicciones entre ser dominante y un buen cocinero, y trata de ser misterioso.","@Akelaa wonders about the contradictions between being dominant and a good cook, and tries to be mysterious."
